rotowire_url,id
https://www.rotowire.com/football/player/saquon-barkley-12507,9ae73b99-44c8-4b96-8e8d-2210e6c56456
https://www.rotowire.com/football/player/bijan-robinson-16739,bb6f0f36-e4e6-4001-98c8-33a305dfa644
https://www.rotowire.com/football/player/jahmyr-gibbs-16808,3ace57be-76d0-4f1f-aadd-a5321eb800e1
https://www.rotowire.com/football/player/jamarr-chase-15183,0dbc5d6c-d8fe-46b3-bc90-c899421f5fe4
https://www.rotowire.com/football/player/derrick-henry-10819,402f023c-e48c-44a0-ba9e-68f2703f2199
https://www.rotowire.com/football/player/justin-jefferson-14509,9f646ec2-98e9-4afe-a21a-40be6d8bae58
https://www.rotowire.com/football/player/christian-mccaffrey-11690,22290dfc-8c18-4b73-a8e3-c0c13e01f962
https://www.rotowire.com/football/player/ceedee-lamb-14411,d4e785d8-864e-445f-a988-07701c392786
https://www.rotowire.com/football/player/ashton-jeanty-18487,0ab5282c-d015-44dd-b71d-ba8f147632f2
https://www.rotowire.com/football/player/josh-jacobs-13582,54def603-49e2-4402-8230-2d7d9783cfbf
https://www.rotowire.com/football/player/josh-allen-12483,638fdd8f-bcfd-437e-8741-c1d45e4e92fb
https://www.rotowire.com/football/player/lamar-jackson-12561,47ab719c-4be9-4c48-acae-e7b152f10f6a
https://www.rotowire.com/football/player/jayden-daniels-17692,2adc4f98-82ab-4938-a345-b8132ba4bf98
https://www.rotowire.com/football/player/jalen-hurts-14416,b4b20b3b-9027-47e2-976d-b8622c999e7c
https://www.rotowire.com/football/player/joe-burrow-14442,652350a2-5a06-4010-af8b-27f05cc65d46
https://www.rotowire.com/football/player/patrick-mahomes-11839,10acdec3-a83f-4c77-951c-205164e71742
https://www.rotowire.com/football/player/baker-mayfield-12619,109ee953-363b-4d1f-a6d9-9fceb3e4b36d
https://www.rotowire.com/football/player/bo-nix-16995,28334e38-ea54-463c-b354-514e1beee069
https://www.rotowire.com/football/player/brock-purdy-15834,044562f8-ef17-43d4-be50-023455714aaf
https://www.rotowire.com/football/player/jared-goff-10729,58326fba-9f78-4158-b025-0f2570416ee3
https://www.rotowire.com/football/player/bucky-irving-17784,fc1b0e94-6977-4438-a122-e8133af234c9
https://www.rotowire.com/football/player/devon-achane-16661,26aedf6d-52cc-46ea-9b54-4d50c320b474
https://www.rotowire.com/football/player/jonathan-taylor-14455,5b431dd5-6cd7-4bc7-b90a-1e0475a0be08
https://www.rotowire.com/football/player/nico-collins-15200,de7622f4-e1f7-451a-87ad-7dee7a025edc
https://www.rotowire.com/football/player/puka-nacua-16790,1cfe4579-a04c-4718-8c1c-01e17012ede5
https://www.rotowire.com/football/player/brian-thomas-17716,60fee0f3-1cf4-475a-ab9c-1641833d73a0
https://www.rotowire.com/football/player/amon-ra-st-brown-15332,7e4cacaf-129c-436f-bf56-a2041f301fa6
https://www.rotowire.com/football/player/malik-nabers-17704,02782dd7-82c2-46fb-9073-8ebf273d7c8d
https://www.rotowire.com/football/player/aj-brown-13432,13a366d6-4c29-4041-975b-252a0f40eedb
https://www.rotowire.com/football/player/drake-london-15868,f1660e84-058a-404b-9e40-7789d0acc119
https://www.rotowire.com/football/player/brock-bowers-17693,3e253a9f-111d-417c-9cec-dee2c533e743
https://www.rotowire.com/football/player/trey-mcbride-15902,823ff159-3106-4f42-879a-231def314683
https://www.rotowire.com/football/player/george-kittle-11892,13e11ca6-12dd-4d54-bc8d-cd0118d51d30
https://www.rotowire.com/football/player/sam-laporta-17033,2d711915-5894-4b7d-bb3d-092845839ab0
https://www.rotowire.com/football/player/tj-hockenson-13610,411a858e-0f94-4cf1-9543-c950772a4f5d
https://www.rotowire.com/football/player/mark-andrews-12559,6ddba4b8-79ef-45d5-bf64-f85a014c4be8
https://www.rotowire.com/football/player/travis-kelce-8783,2cd26e30-a23a-4b20-b79f-e7ec190d0ed0
https://www.rotowire.com/football/player/david-njoku-11734,c8749c02-c4e1-4348-9ccc-8a859222ee98
https://www.rotowire.com/football/player/dallas-goedert-12860,9a9df8a2-be57-469e-b738-7513d041422e
https://www.rotowire.com/football/player/tyler-warren-18534,877fdba3-4549-495e-ba7c-8e22bf3311a4
https://www.rotowire.com/football/player/brandon-aubrey-17649,dc2216e8-e57f-4849-8905-e43a8bda0c64
https://www.rotowire.com/football/player/cameron-dicker-16226,54ac2ebd-96ed-4cc6-8a04-b9b59d9a11e7
https://www.rotowire.com/football/player/jake-bates-17376,ced425e7-2c9e-4129-a425-80fb3ecbf01e
https://www.rotowire.com/football/player/harrison-butker-11783,c81ac3d5-6ed1-4777-bcfa-3d9d156ebab9
https://www.rotowire.com/football/player/kaimi-fairbairn-11031,90b70d91-82ea-40c5-8c2b-0a41355fac42
https://www.rotowire.com/football/player/tyler-bass-14609,ad1a8278-c805-496a-b755-6de9b49b67ce
https://www.rotowire.com/football/player/chase-mclaughlin-14254,d0309ea1-0a0f-4240-bd0a-fd3e8f0f54ed
https://www.rotowire.com/football/player/evan-mcpherson-15383,8f894c5c-d289-4e2a-8a33-654cc6742142
